title,list_time,series_name,company_name,industry,data_type,product_type,description,keyword,update_frequency,coverage,storage,storage_incr,dimension,use_case,url,category,category_aws
葡萄监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR16波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于农作物长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、保险、贸易等多个业务场景，能够形成投保营销、智能核保、理赔反欺诈等相关数据产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3661,金融,Financial Services Data
多光谱卫星影像数据产品,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"综合,贸易,先进制造",遥感数据,数据集,用户指定区域、指定时间的、指定分辨率经过正射校正、几何校正、辐射大气、融合、镶嵌等预处理工作的卫星遥感影像数据，可用于自然资源、林业、农业、环保、水利、海洋、城市建设等多个领域。,影像处理，几何校正，融合镶嵌,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于先进制造、贸易等多个业务场景，能够形成自动化、智能化、查询类、卫星数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3758,贸易,"Retail, Location & Marketing Data"
城市主要河道及水面断流监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的城市主要河道及水面断流监测统计,水利领域，河流，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3751,综合,Environmental Data
干旱、洪涝等自然灾害遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"综合,航运交通",遥感数据,数据集,用户指定区域、指定时间的干旱、洪涝等自然灾害遥监测统计,水利领域，汛情，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.3 GB,10.0,"

可应用于航运交通、基础设施等多个业务场景，能够形成陆路数据、铁路数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3749,航运交通,Automotive Data
河湖四乱遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的河湖四乱遥监测统计,水利领域，河湖四乱，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 MB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3748,综合,Environmental Data
推堆土监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合影像或者区域的地表动土监测服务，并提供其监测数据，可用于耕地非农非粮、智慧耕保、建筑工地监测、水土保持监测、卫片执法等多领域应用。,推堆土，建筑工地,"动态
(每月更新)",全球（依据客户指定范围）,1.8 GB,0.2 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3762,金融,Financial Services Data
矿山修复治理遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的矿山修复治理监测统计,自然资源，矿山修复，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2.2 GB,0.3 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3745,综合,Environmental Data
温室大棚监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合影像或者区域的温室、大棚服务，并提供其监测数据，可用于耕地非农非粮、智慧耕保、区域大棚监测等多领域应用。,大棚，温室,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3691,金融,Financial Services Data
农业大棚监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"金融,综合",遥感数据,数据集,用户指定区域、指定时间的农业大棚监测统计,农业领域，农业大棚，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2.2 GB,0.3 GB,10.0,"

可应用于金融、保险、证券、银行、基础设施等多个业务场景，能够形成产业投资研究、产业链分析、商业分析、价格评估、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3690,金融,Financial Services Data
主粮作物的产量估算监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"金融,综合",遥感数据,数据集,用户指定区域、指定时间的主粮作物的产量估算,农业领域，作物产量，遥感反演,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.3 GB,13.0,"

可应用于金融、保险、证券、银行、基础设施等多个业务场景，能够形成产业投资研究、产业链分析、商业分析、价格评估、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3689,金融,Financial Services Data
光伏板监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合影像或者区域的光伏板、太阳能发电监测服务，并提供其监测数据，可用于区域光伏监测与评价、卫片执法、光伏规划等多领域应用。,光伏板，太阳能发电,"动态
(每月更新)",全球（依据客户指定范围）,1.8 GB,0.2 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3761,金融,Financial Services Data
撂荒地监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间内的撂荒地监测统计,农业领域，撂荒地，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,1.8 GB,0.3 GB,12.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3687,综合,Environmental Data
建筑工地监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合影像或者区域的地表动土监测服务，并提供其监测数据，可用于耕地非农非粮、智慧耕保、建筑工地监测、水土保持监测等多领域应用。,建筑工地,"动态
(每月更新)",全球（依据客户指定范围）,2.4 GB,0.3 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3760,金融,Financial Services Data
高尔夫球场用地遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"金融,综合",遥感数据,数据集,用户指定区域、指定时间的高尔夫球场用地统计,自然资源，专题监测，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2.1 GB,0.1 MB,12.0,"

可应用于金融、银行、基础设施等多个业务场景，能够形成产业投资研究、产业链分析、商业分析、价格评估、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3743,金融,Financial Services Data
苫盖绿网监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合影像或者区域的苫盖绿网监测服务，并提供苫盖绿网监测数据，可用于建筑施工裸地监测、水土保持监测与评价、卫片执法等多领域应用。,苫盖绿网,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3752,金融,Financial Services Data
矿山越界开采遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的矿山越界开采监测,自然资源，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.1 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3746,综合,Environmental Data
道路网提取与变化遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"综合,航运交通",遥感数据,数据集,用户指定区域、指定时间的道路网提取与变化监测,交通领域，道路网，遥感解译,"动态
(每日更新)",全球（依据客户指定范围）,2.6 GB,0.4 GB,10.0,"

可应用于航运交通、基础设施等多个业务场景，能够形成陆路数据、铁路数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3742,航运交通,Automotive Data
自然保护区生物多样性遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的自然保护区生物多样性监测统计,生态环境，自然保护区，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3681,综合,Environmental Data
房屋建筑单体监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,用户指定RGB融合亚米影像或者区域的房屋建筑单体监测服务，并提供其监测数据，可用于国土空间监测、应急承载体提取、耕保业务、城市体检、光伏规划、卫片执法等多领域应用。,单体建筑，承载体,"动态
(每月更新)",用户指定范围,2 GB,0.3 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3754,金融,Financial Services Data
农膜面积及使用量遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的农膜面积及使用量监测统计,生态环境，农膜，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.18 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3684,综合,Environmental Data
高标准农田遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的高标准农田进展监控,农业领域，高标农田，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,1.9 GB,0.3 GB,15.0,"

可应用于耕地保护、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3679,综合,Environmental Data
水稻监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,金融,遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR4波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于农作物长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.1 GB,18.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3680,金融,Financial Services Data
马铃薯监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR10波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于马铃薯长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3673,金融,Financial Services Data
大豆监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR9波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于大豆长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3674,金融,Financial Services Data
棉花监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR7波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于棉花长势、棉花估产、棉花面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3676,金融,Financial Services Data
玉米监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,金融,遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR5波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于玉米长势、玉米估产、玉米种植面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,18.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3677,金融,Financial Services Data
大蒜监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR13波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于大蒜长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,13.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3670,金融,Financial Services Data
花生监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR8波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于花生长势、花生估产、花生面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3675,金融,Financial Services Data
芝麻监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,生产并提供用户指定的时相适宜的RGBNIR11波段融合影像或者区域的主要种植农作物、经济作物的监测数据，可用于芝麻长势、估产、面积监测、灾害监测、耕地非粮化监测、农业保险、高标农田等多场景应用。,农作物面积，农业保险，大田监管,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,13.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3671,金融,Financial Services Data
Sar数据产品,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"综合,贸易,先进制造",遥感数据,数据集,包含标准生产、D-InSAR、SBAS-InSAR、PS-InSAR、DS-InSAR等SAR卫星数据产品，支持各种地物的形变监测和分析。,标准生产,"动态
(每月更新)",全球（依据客户指定范围）,3 GB,0.2 GB,10.0,"

可应用于先进制造、贸易等多个业务场景，能够形成自动化、智能化的查询类、核验类、雷达数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3722,贸易,"Retail, Location & Marketing Data"
水体监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,贸易",遥感数据,数据集,产品提供用户指定的RGBNIR4波段融合影像或者区域的水体监测数据，可用于水资源调查、水环境评价、洪涝灾害监测、耕地非农化监测等多场景应用。,水域，现状监测，变化提取,"动态
(每月更新)",全球（依据客户指定范围）,2.5 GB,0.2 GB,10.0,"

可应用于金融、证券、银行、贸易等多个业务场景，能够形成产业投资研究、商业分析、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3730,金融,Financial Services Data
通付盾APP尽职调查报告数据,,通付盾APP尽职调查报告,江苏通付盾科技有限公司,综合,移动应用数据,数据集,通过APP名称或者企业名称，查询APP基本信息、下载量、评论及评分、APP安全信息、APP隐私合规信息、APP盗版仿冒情报等多维度数据，APP尽职调查报告将这些数据汇总、分析、趋势化统计，以图表、报告等形式更直观的呈现给用户，帮助企业和用户全面掌握APP信息。,移动安全，APP，数据分析,"动态
(每日更新)",全网各渠道APP,2 GB,100 MB,100.0,"

APP尽职调查报告向开发者和用户提供便利的APP市场数据分析服务，帮助开发者和用户全面掌握APP信息。已为多家银行、社交媒体APP的企业提供以多维度数据分析为核心的数据支持，协助企业降低APP应用安全和合规性风险。

",https://nidts.chinadep.com/ep-hall/spec?id=3655,综合,"Retail, Location & Marketing Data"
计算化学百科全书,2023-12-22,Wiley eMRW,中国图书进出口（集团）有限公司,国际,在线参考工具书,数据集,计算化学百科全书，最初发表于1998年，以简短的定义解释技术术语，是一部全面而权威的著作，从”从头计算“(ab-initio computations)到生物及生化应用，内容涵盖了计算化学的七个领域。,计算化学,静态,全球,0.98 GB,,50.0,"

1.制药公司和生物技术公司：注重药物设计和发现领域，利用计算化学中的方法，进行药物分子的虚拟筛选、化学库设计、药物代谢和药效预测等工作。快速识别出具有潜在药理活性的候选化合物，有助于加速药物发现的过程，并减少实验室合成和测试的工作量。

1）化合物库筛选：通过计算化学模型和QSAR（定量构效关系）方法，化合物库中可能具有活性的化合物会被快速预测和识别出来，从而减少后续实验的工作量。

2）组合库设计：计算化学方法可以用于设计和生产化合物组合库，以进行高通量筛选和寻找具有特定性质或活性的化合物，通过计算化学模拟和反应预测，可以生产候选化合物，生产反应途径和优化反应条件，从而提高化合物库的多样性和效率。

3）复合选择算法：计算化学方法可以被应用于开发复合选择算法，以在大型化合物库中根据不同的选择标准进行高效的化合物选择，这些算法利用随机抽样、遗传算法、机器学习等技术、平衡多种竞争选择标准，协助化学家在复杂化合物库中快速准确地挑选出目标化合物子集。

计算化学方法还可以用于分子模拟，模拟复杂的分子系统和生物分子与其他分子之间的相互作用，这有助于预测分子的药效，药物-
靶标相互作用和药物代谢，为药物发现和研发提供指导和决策支持。

2.高等院校或研究机构，进行新型材料研发，通过计算化学的方法，可以预测和优化新材料的性质和功能，有助于加速新材料的发现，例如广电材料、催化材料、电池材料等，以满足能源转换、环境保护和先进技术等领域的需求。



",https://nidts.chinadep.com/ep-hall/spec?id=3639,国际,Media & Entertainment Data
Patty毒理学,2023-12-22,Wiley eMRW,中国图书进出口（集团）有限公司,国际,在线参考工具书,数据集,Patty毒理学，提供了大量对健康构成潜在危害的工业化合物的毒理学信息，对工业化合物进行了综合毒理学数据的逻辑分组，包括CAS化学文摘编号、物理和化学性质、接触限值、及职业接触的生物耐受值，这些信息对毒理学家和工业卫生学家来说至关重要，是很好的参考资源。,毒理学,"动态
(每一年更新)",全球,1 GB,200 MB,50.0,"

1.研究机构及高校实验室，使用毒理学信息可以用于研发新产品、材料和技术时，评估健康风险，帮助研发人员识别潜在的有害效应，在早期阶段评估和改进设计，以确保产品的安全性和可持续性，使用毒理学数据还可以进行毒性评估、机制研究和风险评估，以深入了解不同化合物的毒性特征和相关影响，并为毒理学领域的进一步研究提供基础。

2.工业卫生和安全机构，根据毒理学信息可以制定相应的法规、标准和指南，并采取适当的安全措施来减轻或消除工业化合物对人体健康潜在危害，包括使用个人防护装备、控制暴露水平、选择更安全的替代品等。基于毒理学逻辑分组数据数据，可以制定和实施适当的暴露控制措施，并提供相关的培训和指导以确保工作环境安全。

3.制药和化学工业企业，使用毒理学数据来支持新产品研发和安全评估，根据逻辑分组的毒性特征评估不同化合物的潜在风险，以指导药物和化学品的设计、生产和使用。

4.环境保护机构：利用综合毒理学信息来评估工业化合物对环境的潜在危害，帮助环境保护机构制定保护环境和生态系统的政策和措施，以减少污染物的释放和环境影响。

",https://nidts.chinadep.com/ep-hall/spec?id=3638,国际,Media & Entertainment Data
ESDU跨音速空气动力学,2023-12-21,Accuris ESDU,中国图书进出口（集团）有限公司,"先进制造,国际",工程数据,数据集,ESDU跨音速空气动力学，提供了有关流体动力学（CFD）方法的使用信息，给出了实例结果。提供了计算高亚音速气流中机翼和机翼上的压力分布和载荷的方法，计算机翼、机翼和机身的阻力上升马赫数和/或波浪阻力的方法，提供了阻力上升条件下相关机翼和机翼设计参数之间的交换率，对于机翼，特别注意冲击诱导分离的预测，并给出了直接（CFD）预测和半经验方法。,跨音速，CFD,静态,全球,1.03 GB,,25.0,"

在航空航天工业中，了解接近音速的空气动力学具有重要意义，军事应用中，很多超音速飞机都要通过跨音速范围。

1.航空航天公司和飞机制造商的研发部门，致力于研究并改进飞机的巡航速度，特别是在接近音速的条件下，可能会使用计算流体力学（CFD）方法来模拟和分析接近音速的流场，并通过优化机翼设计和应用减阻技术来提高飞机的性能。

2.飞机设计制造公司，进行跨音速机翼设计，大部分情况下，为高效巡航而设计的跨音速飞机的机翼是高载荷的，冲击波经常出现在机翼的表面上，冲击波再加上后缘附近的高反向压力梯度，导致广泛的升力系数或马赫数升高到设计值以上时的分离区域，会导致严重的”抖振动“，限制机翼安全运行的有效范围。ESDU跨音速空气动力学系列是设计和分析工具的广泛集合，通过使用计算流体力学（CFD）方法，模拟接近音速条件下的流动并预测压力分布，用于设计及测试。

3.高等院校，研究课题设计，涉及到跨音速机翼设计方法改进，跨音速机翼设计计算软件研制，跨音速机翼数值优化设计等，可以参考使用ESDU跨音速空气动力学中的方法。

",https://nidts.chinadep.com/ep-hall/spec?id=3636,先进制造,Manufacturing Data
腐蚀手册,2023-12-21,Wiley eMRW,中国图书进出口（集团）有限公司,国际,在线参考工具书,数据集,腐蚀手册是一个全面的知识集合，在范围和内容上涵盖了与腐蚀性介质接触的所有技术上重要的金属、非金属、无机和有机材料的腐蚀数据和耐化学性，以及腐蚀防护方法，因而本手册也是世界范围内处理或处理腐蚀性介质的设备材料选择的主要信息来源。,腐蚀数据，腐蚀防护,静态,全球,2.4 GB,,50.0,"

1.高等院校已经建设了腐蚀相关的数据库，为国家和企业工程建设选材及腐蚀评估、材料腐蚀的科学研究提供数据支撑。“腐蚀手册”是最全面的腐蚀数据来源，包括与腐蚀性介质接触的所有技术上重要的材料的腐蚀数据，腐蚀防护方法，对现有的腐蚀相关数据库，起到了辅助数据查询和选材决策的作用。

2.制造业需要考虑到设备的耐腐蚀性能，并采取相应的防护措施，例如，海洋工程公司需要使用耐腐蚀的设备材料来确保海上设施的安全和稳定。石油和天然气公司需要耐腐蚀的设备材料来确保生产安全和效率。腐蚀手册中大量的数据可用于确定哪些材料在特定条件下具有最佳的性能。对于材料选择具有指导意义，比如，哪些材料在相关介质中可以毫不犹豫地使用，什么条件下选择什么样的材料具有最优性价比，腐蚀防护有哪些措施，如何运用，如抑制剂、涂层、阴极保护等。

",https://nidts.chinadep.com/ep-hall/spec?id=3637,国际,Media & Entertainment Data
生物统计学百科全书,2023-12-21,Wiley eMRW,中国图书进出口（集团）有限公司,国际,在线参考工具书,数据集,生物统计学百科全书提供了明确的参考资料，以支持在生命科学和医学领域，开发和使用统计方法来解决面临的问题和关键问题的科学家、从业者和政策制定者，在基础医学中的广泛应用包括：卫生保健的规划、筹资和分配，以及衡量人口的保健状况和进展情况，关键主题的覆盖包括贝叶斯方法和应用，以及传染病传播和流行病发展的建模，临床试验等。,生物统计学,静态,全球,1.18 MB,,50.0,"

1.公共卫生机构，疾病控制中心，经常需要使用疾病建模来预测和控制传染病的传播，通过使用模型来评估病毒流行的趋势、预测疫情的发展和规模，并制定相应的卫生政策和干预措施。医院和医疗机构使用疾病建模来评估疾病的风险和流行情况，通过模型来预测患者需求、疾病的传播动态和医疗资源的需求，以帮助做出决策，如调配人员和医疗设备。

1）”生物统计学百科全书“中提供了在疾病建模中收集和处理数据的方法，包括患者临床数据、生化指标、人群的流行病学数据，帮助研究人员设计并进行数据收集，并进行统计分析来推断疾病的发展、传播和治疗效果。

2）百科全书中的概率模型和预测方法可以用于建立疾病的数学模型，这些模型可以描述疾病传播的动力学、患病风险的预测、治疗效果的评估等，通过生物统计学方法，使用环境因素等变量来构建模型，可以预测疾病的发展和影响。

3）生物统计学中提供了对疾病建模的模型进行评估和验证的方法，包括使用交叉验证、拟合度检验和模型比较等技术来评估模型的准确性和解释能力，从而确定哪些模型对解释疾病发展和传播最为合适，并对模型进行调整和改进。

2.医学院校需要培养医学生对医学研究和临床实践中统计方法的理解和应用能力，通过生物统计学百科全书，可以学习到如何设计实验、采集和分析数据，解读评估研究报告中的统计数据，以及评估研究结果的可靠性和有效性。将统计数据应用于临床决策和实践中时，通过解读临床试验结果，评估治疗效果和副作用的统计显著性，并将统计结果与患者的实际状况相结合，从而做出更好的治疗决策。

",https://nidts.chinadep.com/ep-hall/spec?id=3635,国际,Media & Entertainment Data
