title,data_type,click_times,description,price,deal_times,version,product_type,category,classification,management,update_frequency,sample_time,data_size,data_form,detail_description,price_type,api_info,cur_url,new_category,category_aws
丙烯2017年度产业链指数数据,数据集,64.0,丙烯2017年度产业链指数数据,5000.00元,0笔,C362_2017i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烯2017年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689815281061011458&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烯2019年度产业链指数数据,数据集,64.0,丙烯2019年度产业链指数数据,5000.00元,0笔,C362_2019i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烯2019年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689815715439910914&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烯2020年度产业链指数数据,数据集,64.0,丙烯2020年度产业链指数数据,5000.00元,0笔,C362_2020i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烯2020年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689815917731192834&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2011年度指数数据,数据集,64.0,钢铁指数2011年度指数数据,5000.00元,0笔,Bgtzs11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691346814385201154&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2013年度指数数据,数据集,64.0,钢铁指数2013年度指数数据,5000.00元,0笔,Bgtzs13i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691347592990629890&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2014年度指数数据,数据集,64.0,钢铁指数2014年度指数数据,5000.00元,0笔,Bgtzs14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691347812033961986&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2015年度指数数据,数据集,64.0,钢铁指数2015年度指数数据,5000.00元,0笔,Bgtzs15i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2015年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691348049247019010&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2016年度指数数据,数据集,64.0,钢铁指数2016年度指数数据,5000.00元,0笔,Bgtzs16i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2016年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691348267262746625&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2019年度指数数据,数据集,64.0,钢铁指数2019年度指数数据,5000.00元,0笔,Bgtzs19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691349156484554753&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2020年度指数数据,数据集,64.0,钢铁指数2020年度指数数据,5000.00元,0笔,Bgtzs20i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2020年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691349379592167426&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
钢铁指数2021年度指数数据,数据集,64.0,钢铁指数2021年度指数数据,5000.00元,0笔,Bgtzs21i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

钢铁指数2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691349591941390337&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
化工指数2014年度指数数据,数据集,64.0,化工指数2014年度指数数据,5000.00元,0笔,Bhgzs14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

化工指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691351196979896321&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
化工指数2018年度指数数据,数据集,64.0,化工指数2018年度指数数据,5000.00元,0笔,Bhgzs18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

化工指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691352409918087169&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2012年度指数数据,数据集,64.0,建材指数2012年度指数数据,5000.00元,0笔,Bjczs12i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2012年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691356485179351041&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2013年度指数数据,数据集,64.0,建材指数2013年度指数数据,5000.00元,0笔,Bjczs13i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691356702985363457&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2014年度指数数据,数据集,64.0,建材指数2014年度指数数据,5000.00元,0笔,Bjczs14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691356925988118530&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2016年度指数数据,数据集,64.0,建材指数2016年度指数数据,5000.00元,0笔,Bjczs16i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2016年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691357385423790081&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2017年度指数数据,数据集,64.0,建材指数2017年度指数数据,5000.00元,0笔,Bjczs_17i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2017年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691357609567395842&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2018年度指数数据,数据集,64.0,建材指数2018年度指数数据,5000.00元,0笔,Bjczs18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691357813548982274&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
建材指数2021年度指数数据,数据集,64.0,建材指数2021年度指数数据,5000.00元,0笔,Bjczs21i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

建材指数2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691358527906062338&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
能源指数2022年度指数数据,数据集,64.0,能源指数2022年度指数数据,5000.00元,0笔,Bnyzs22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

能源指数2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691380464799653889&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2011年度指数数据,数据集,64.0,农副指数2011年度指数数据,5000.00元,0笔,Bnfzs_11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691611964828753921&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2013年度指数数据,数据集,64.0,农副指数2013年度指数数据,5000.00元,0笔,Bnfzs13i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691612405868208130&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2014年度指数数据,数据集,64.0,农副指数2014年度指数数据,5000.00元,0笔,Bnfzs14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691612648890376193&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2015年度指数数据,数据集,64.0,农副指数2015年度指数数据,5000.00元,0笔,Bnfzs15i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2015年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691612906043154434&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2016年度指数数据,数据集,64.0,农副指数2016年度指数数据,5000.00元,0笔,Bnfzs16i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2016年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691613338027106306&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2018年度指数数据,数据集,64.0,农副指数2018年度指数数据,5000.00元,0笔,Bnfzs18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691613819239604226&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
农副指数2019年度指数数据,数据集,64.0,农副指数2019年度指数数据,5000.00元,0笔,Bnfzs19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

农副指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691614154498711554&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
橡塑指数2012年度指数数据,数据集,64.0,橡塑指数2012年度指数数据,5000.00元,0笔,Bxszs12i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

橡塑指数2012年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691615671255506945&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
橡塑指数2017年度指数数据,数据集,64.0,橡塑指数2017年度指数数据,5000.00元,0笔,Bxszs17i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

橡塑指数2017年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691618959241715714&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
橡塑指数2018年度指数数据,数据集,64.0,橡塑指数2018年度指数数据,5000.00元,0笔,Bxszs18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

橡塑指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691619214947459074&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
橡塑指数2019年度指数数据,数据集,64.0,橡塑指数2019年度指数数据,5000.00元,0笔,Bxszs19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

橡塑指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691619420099256321&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
橡塑指数2020年度指数数据,数据集,64.0,橡塑指数2020年度指数数据,5000.00元,0笔,Bxszs20i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

橡塑指数2020年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691619614840791041&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
有色指数2018年度指数数据,数据集,64.0,有色指数2018年度指数数据,5000.00元,0笔,Byszs18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

有色指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691627869679853570&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
有色指数2019年度指数数据,数据集,64.0,有色指数2019年度指数数据,5000.00元,0笔,Byszs19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

有色指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691628087087407106&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
有色指数2021年度指数数据,数据集,64.0,有色指数2021年度指数数据,5000.00元,0笔,Byszs21i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

有色指数2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691628631591952386&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
稀土指数2011年度指数数据,数据集,64.0,稀土指数2011年度指数数据,5000.00元,0笔,Bxitu11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691713341324206081&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
稀土指数2012年度指数数据,数据集,64.0,稀土指数2012年度指数数据,5000.00元,0笔,Bxitu12i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2012年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691716021564153858&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
稀土指数2020年度指数数据,数据集,64.0,稀土指数2020年度指数数据,5000.00元,0笔,Bxitu20i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2020年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691721544137121793&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氟化工指数2014年度指数数据,数据集,64.0,氟化工指数2014年度指数数据,5000.00元,0笔,Bfhg14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691995876402864129&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氟化工指数2015年度指数数据,数据集,64.0,氟化工指数2015年度指数数据,5000.00元,0笔,Bfhg15i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2015年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691996263667146753&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氟化工指数2021年度指数数据,数据集,64.0,氟化工指数2021年度指数数据,5000.00元,0笔,Bfhg21i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692000355500105729&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氟化工指数2022年度行情数据,数据集,64.0,氟化工指数2022年度行情数据,5000.00元,0笔,Bfhg22p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2022年度行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692000562132492289&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
甲醇产业指数2011年度指数数据,数据集,64.0,甲醇产业指数2011年度指数数据,5000.00元,0笔,Bjccy11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692001444597276674&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
甲醇产业指数2013年度指数数据,数据集,64.0,甲醇产业指数2013年度指数数据,5000.00元,0笔,Bjccy13i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692002255700172801&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
甲醇产业指数2017年度指数数据,数据集,64.0,甲醇产业指数2017年度指数数据,5000.00元,0笔,Bjccy17i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2017年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692003801133424641&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
甲醇产业指数2018年度指数数据,数据集,64.0,甲醇产业指数2018年度指数数据,5000.00元,0笔,Bjccy18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692004198594060289&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2011年度指数数据,数据集,64.0,氯碱指数2011年度指数数据,5000.00元,0笔,Bljcy11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692008666693836801&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2012年度指数数据,数据集,64.0,氯碱指数2012年度指数数据,5000.00元,0笔,Bljcy12i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2012年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692009102561714178&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2013年度指数数据,数据集,64.0,氯碱指数2013年度指数数据,5000.00元,0笔,Bljcy13i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692009511191781377&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2014年度指数数据,数据集,64.0,氯碱指数2014年度指数数据,5000.00元,0笔,Bljcy14i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2014年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692009947667832834&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2015年度指数数据,数据集,64.0,氯碱指数2015年度指数数据,5000.00元,0笔,Bljcy15i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2015年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692010317991321602&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2018年度指数数据,数据集,64.0,氯碱指数2018年度指数数据,5000.00元,0笔,Bljcy18i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692011548524617729&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2022年度行情数据,数据集,64.0,氯碱指数2022年度行情数据,5000.00元,0笔,Bljcy22p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2022年度行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692012927280422913&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2014年度产业链指数数据,数据集,64.0,丙烷2014年度产业链指数数据,5000.00元,0笔,C52_2014i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2014年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692362517892505601&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2016年度产业链指数数据,数据集,64.0,丙烷2016年度产业链指数数据,5000.00元,0笔,C52_2016i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2016年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692363269226569729&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2018年度产业链指数数据,数据集,64.0,丙烷2018年度产业链指数数据,5000.00元,0笔,C52_2018i,数据,"工业制造,产业咨询",核心数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2018年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692364082674081793&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2019年度产业链指数数据,数据集,64.0,丙烷2019年度产业链指数数据,5000.00元,0笔,C52_2019i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2019年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692364456747278338&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2020年度产业链指数数据,数据集,64.0,丙烷2020年度产业链指数数据,5000.00元,0笔,C52_2020i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2020年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692364858242834434&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2021年度产业链行情数据,数据集,64.0,丙烷2021年度产业链行情数据,5000.00元,0笔,C52_2021p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2021年度产业链行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692365037331226625&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2021年度产业链指数数据,数据集,64.0,丙烷2021年度产业链指数数据,5000.00元,0笔,C52_2021i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2021年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692365273583788034&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2022年度产业链行情数据,数据集,64.0,丙烷2022年度产业链行情数据,5000.00元,0笔,C52_2022p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2022年度产业链行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692365447769038850&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
丙烷2022年度产业链指数数据,数据集,64.0,丙烷2022年度产业链指数数据,5000.00元,0笔,C52_2022i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

丙烷2022年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692365656611823617&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
苯乙烯2017年度产业链指数数据,数据集,64.0,苯乙烯2017年度产业链指数数据,5000.00元,0笔,C35817i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

苯乙烯2017年度产业链指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692375622638837762&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
